name,start,end,n_days,cagr,bench_cagr,excess_cagr,vol,sharpe,bench_sharpe,maxdd,bench_maxdd,t_excess,half1_ex,half2_ex,win12,verdict
TOM ovl x0.5 century,1926-07-02,2026-05-29,26252,0.13258484556595507,0.09850672371904312,0.034078121846911946,0.20090437781766413,0.7205480241320754,0.6350566239131052,-0.900871457833859,-0.8407399476860207,7.824946600855251,4.404537972910519,3.4610064930152715,0.812076923076923,ACCEPT
TOM ovl x0.5 2010+,2010-01-04,2026-05-29,4126,0.1773226363911613,0.14487399052344818,0.03244864586771312,0.20877689899289198,0.8867603225215754,0.852477861874943,-0.3551559599919065,-0.3421628093489292,2.7898103418271707,0.28016454589324447,0.23443060838416896,0.7746515229736706,ACCEPT
TOM ovl x1.0 century,1926-07-02,2026-05-29,26252,0.1650902507449281,0.09850672371904312,0.06658352702588499,0.23645656458716122,0.7650375087274445,0.6350566239131052,-0.9405596883115499,-0.8407399476860207,7.824946600855251,25.07066249433863,16.628789972404647,0.8069615384615385,ACCEPT
TOM ovl x1.0 2010+,2010-01-04,2026-05-29,4126,0.20773818036621816,0.14487399052344818,0.06286418984276998,0.24625950292886753,0.8900618354230355,0.852477861874943,-0.36901594512452984,-0.3421628093489292,2.7898103418271716,0.6132005088761443,0.48734926170985804,0.7663913267940113,ACCEPT
TOM ovl x2.0 century,1926-07-02,2026-05-29,26252,0.2244931290473553,0.09850672371904312,0.12598640532831218,0.3167659214232666,0.7992397578391665,0.6350566239131052,-0.9808371841154282,-0.8407399476860207,7.824946600855251,426.8522153425259,189.94892831041844,0.7918461538461539,ACCEPT
TOM ovl x2.0 2010+,2010-01-04,2026-05-29,4126,0.26164327555433475,0.14487399052344818,0.11676928503088657,0.33074258678799573,0.8686163391286059,0.852477861874943,-0.39908994276337184,-0.3421628093489292,2.789810341827171,1.4434205729993996,1.0072311109787906,0.7416107382550335,ACCEPT
TOM ovl 4+3 century,1926-07-02,2026-05-29,26252,0.1650902507449281,0.09850672371904312,0.06658352702588499,0.23645656458716122,0.7650375087274445,0.6350566239131052,-0.9405596883115499,-0.8407399476860207,7.824946600855251,25.07066249433863,16.628789972404647,0.8069615384615385,ACCEPT
TOM ovl 3+2 century,1926-07-02,2026-05-29,26252,0.14628607586614084,0.09850672371904312,0.04777935214709772,0.2193585813979408,0.7327529115343924,0.6350566239131052,-0.9207825546866082,-0.8407399476860207,6.705303853717941,11.465121955789314,5.768974424770581,0.7537307692307692,ACCEPT
TOM ovl 5+4 century,1926-07-02,2026-05-29,26252,0.15287339314406534,0.09850672371904312,0.05436666942502222,0.25405059249100165,0.6875226400455444,0.6350566239131052,-0.946422545355331,-0.8407399476860207,6.214248561118516,10.555919126377031,12.263671596114794,0.7303076923076923,ACCEPT
TOM ovl 2+1 century,1926-07-02,2026-05-29,26252,0.13090803929015404,0.09850672371904312,0.03240131557111092,0.2008659312376277,0.7132357952645897,0.6350566239131052,-0.8646837771473899,-0.8407399476860207,5.811746853976505,4.281211374463871,2.912246532625785,0.731,ACCEPT
TOMovl US S&P,1993-02-02,2026-07-29,8429,0.15742722948855992,0.10707618367817462,0.0503510458103853,0.2618504901559891,0.6894696566790176,0.6409927374174594,-0.5588753998957656,-0.5518943111266723,3.318174956683162,1.101100317311845,1.1069247137023925,0.7304634951693775,ACCEPT
TOMovl US Nasdaq,1999-03-12,2026-07-29,6887,0.13590047259879912,0.10497716852031935,0.030923304078479763,0.3823521067514874,0.5237809816895098,0.5050685794408563,-0.929429938272121,-0.8296389906949257,2.1343952135664974,0.1550136271249487,0.8408115329798733,0.6735493594574228,ACCEPT
TOMovl US smallcap,2000-05-31,2026-07-29,6579,0.12733272891094316,0.08561720333393152,0.041715525577011636,0.33646119805884683,0.5251064531856051,0.46395636518568534,-0.6311939575183925,-0.5863996350474352,2.4480465935973807,1.5766201951239944,0.03863863188180039,0.5966492808598072,ACCEPT
TOMovl EAFE,2001-08-29,2026-07-29,6264,0.10672843161725565,0.0649984249422344,0.04173000667502125,0.29059052441608896,0.49440347400085755,0.40706743884686597,-0.6550377700222283,-0.6103729617001143,2.4973682615459736,1.5924990200029407,0.00276542593145801,0.5979707252162342,ACCEPT
TOMovl Germany,1996-03-20,2026-07-29,7638,0.10865678694830194,0.06291057732042793,0.04574620962787401,0.3596718291303579,0.4657772436871206,0.3678924312622582,-0.6833477339196511,-0.6756892603781863,2.768635362478911,2.8225926543009914,-0.06175097896234216,0.6229352829677769,REJECT
TOMovl UK,1996-03-20,2026-07-29,7638,0.11167383613681281,0.06124784189415089,0.05042599424266192,0.31813772408844965,0.49191605470188365,0.37790481223072425,-0.6843249691646576,-0.6399367127590473,3.021867878304611,2.2009221079764494,0.27579823928879055,0.6580016246953696,ACCEPT
TOMovl Japan,1996-03-20,2026-07-29,7638,0.0477416192992155,0.028347780516619014,0.019393838782596484,0.31959169996363157,0.30514640757089534,0.2363891626901212,-0.7051206661176682,-0.5889390084386101,1.855121475202644,0.9151354027725895,-0.08010667864328969,0.5448145139453019,REJECT
TOMovl Australia,1996-03-20,2026-07-29,7638,0.11112566715428462,0.07783834842121085,0.03328731873307378,0.3629720543615423,0.4720995737351959,0.41767938299065493,-0.7598758185825549,-0.6698002289583844,2.3467468990409057,1.4765414994771215,0.015148366295116622,0.5350663417275927,REJECT
TOMovl Singapore,1996-03-20,2026-07-29,7638,0.07335579936452086,0.04362678307732093,0.029729016287199928,0.37752893784083374,0.3746755714278084,0.29278054212875987,-0.8507807125634217,-0.7520513403513656,2.2496824551206114,0.7979146572113762,0.3030509056186772,0.5709450311399946,ACCEPT
TOMovl EM,2003-04-16,2026-07-29,5858,0.1852493313000716,0.0957798377893131,0.0894694935107585,0.38503757553040285,0.6325841905819226,0.47241586373753297,-0.765534032239349,-0.6643427798969109,3.5124838997021532,3.871569839597967,0.2726381070570012,0.6692829111666072,ACCEPT
