name,start,end,n_days,cagr,bench_cagr,excess_cagr,vol,sharpe,bench_sharpe,maxdd,bench_maxdd,t_excess,half1_ex,half2_ex,win12,verdict
MA100 timing SPY,1993-02-01,2026-07-29,8430,0.07204287589163272,0.10729740714838965,-0.03525453125675693,0.11487798227575557,0.6632535823779581,0.6420880341020366,-0.5072403329087338,-0.551894311126672,-1.6694034937297066,-0.31028203360991,-0.5088079522968931,0.1788945952555637,REJECT
MA150 timing SPY,1993-02-01,2026-07-29,8430,0.07750990591912843,0.10729740714838965,-0.029787501229261215,0.1178726928939925,0.6925285719330735,0.6420880341020366,-0.33455357087332993,-0.551894311126672,-1.4828251442342715,-0.1607984841124127,-0.5214175066729194,0.2086084617265835,REJECT
MA200 timing SPY,1993-02-01,2026-07-29,8430,0.08704829705901562,0.10729740714838965,-0.020249110089374023,0.120203737967721,0.754744118477058,0.6420880341020366,-0.2655022116069302,-0.551894311126672,-1.1401599915155498,0.024743842492453982,-0.4736810202632047,0.20591831743702615,REJECT
MA250 timing SPY,1993-02-01,2026-07-29,8430,0.08677938319403222,0.10729740714838965,-0.020518023954357423,0.12365506641110044,0.7351164653690895,0.6420880341020366,-0.24575250766774415,-0.551894311126672,-1.1570312299972736,0.1520949686933537,-0.535718216677622,0.247860112496943,REJECT
MA300 timing SPY,1993-02-01,2026-07-29,8430,0.10291848213182431,0.10729740714838965,-0.004378925016565338,0.1273165283387385,0.833429632450395,0.6420880341020366,-0.23005033375539652,-0.551894311126672,-0.5486803427567178,0.47926909298482334,-0.4079128064731786,0.32281731474688186,RA-ONLY
SSO + MA100,2006-06-22,2026-07-29,5056,0.15010628770968704,0.11208261467946179,0.03802367303022525,0.2251535774155303,0.734693832480055,0.6447516117944871,-0.3494590491992213,-0.5518943111266715,0.917564318014928,0.3925511775752606,0.4097250112783115,0.5393422148209825,REJECT
SSO + MA150,2006-06-22,2026-07-29,5056,0.1348738091731081,0.11208261467946179,0.022791194493646305,0.23101373902130087,0.6642004142312526,0.6447516117944871,-0.3999037659132929,-0.5518943111266715,0.6455951936051322,0.2407735117775034,0.210813694368422,0.5514154870940883,REJECT
SSO + MA200,2006-06-22,2026-07-29,5056,0.14631912650584988,0.11208261467946179,0.034236511826388094,0.23358356195861865,0.7024542366264996,0.6447516117944871,-0.3819762015144962,-0.5518943111266715,0.8887832504050034,0.27606396486064044,0.4399035286525743,0.5553705245628643,REJECT
SSO + MA250,2006-06-22,2026-07-29,5056,0.13866559528339795,0.11208261467946179,0.026582980603936157,0.24100637312473588,0.6603690426987128,0.6447516117944871,-0.42271235334705615,-0.5518943111266715,0.7766523251424121,0.21253310039136442,0.32477070594023894,0.5495420482930891,REJECT
SSO + MA300,2006-06-22,2026-07-29,5056,0.15760917128685503,0.11208261467946179,0.04552655660739324,0.25060956508187654,0.7105965716535368,0.6447516117944871,-0.4158670229550929,-0.5518943111266715,1.2114015585358529,0.5066411588398954,0.4845494376700603,0.5847210657785179,REJECT
VolMgd t=0.13 cap=1.0,1993-02-01,2026-07-29,8430,0.07807909339868235,0.10729740714838965,-0.029218313749707292,0.10176782139412105,0.7898488698547792,0.6420880341020366,-0.3532055049247431,-0.551894311126672,-1.7769736895521715,-0.2684641334512837,-0.44119557739129145,0.22621667889459526,REJECT
VolMgd t=0.13 cap=1.5,1993-02-01,2026-07-29,8430,0.09015107081300511,0.10729740714838965,-0.017146336335384538,0.1261863349957421,0.7474466721766403,0.6420880341020366,-0.37416152974754346,-0.551894311126672,-1.10261980306872,-0.1151694829865122,-0.3294778297440374,0.35387625336268036,REJECT
VolMgd t=0.13 cap=2.0,1993-02-01,2026-07-29,8430,0.09358464640130104,0.10729740714838965,-0.013712760747088604,0.14357287625055581,0.6953385863838598,0.6420880341020366,-0.37527330060985664,-0.551894311126672,-0.8115267121893623,-0.011802091737117437,-0.333015347625913,0.3702616776718024,REJECT
