name,start,end,n_days,cagr,bench_cagr,excess_cagr,vol,sharpe,bench_sharpe,maxdd,bench_maxdd,t_excess,half1_ex,half2_ex,win12,verdict
H50 GTAA6 top2,2004-11-18,2026-07-29,5456,0.10737068298025187,0.1077126409760869,-0.0003419579958350294,0.15867684757678585,0.7223385681637828,0.6361981075605011,-0.32852200802787557,-0.5518943111266712,-0.14395317427249113,0.5937613645602975,-0.3767338418702719,0.3906610299769408,REJECT
H51 Pre-holiday only,1993-02-01,2026-07-29,8430,0.0203347311192279,0.10729740714838965,-0.08696267602916175,0.03129465422212697,0.6589078937329362,0.6420880341020366,-0.08484321225959468,-0.551894311126672,-3.0588198759626333,-0.58886462857018,-0.8423359701179878,0.1938126681340181,REJECT
H52 Defensive-ratio gate,1998-12-23,2026-07-29,6940,0.05149020531365078,0.08620399938916079,-0.03471379407551001,0.13713289684491087,0.43491097729385825,0.5259730841442833,-0.501427385800487,-0.5518943111266718,-1.5791256155566245,-0.38125239371060393,-0.3392956962395457,0.20529306220095694,REJECT
H53 SMH-lead QQQ,2000-06-06,2026-07-29,6575,0.06881574723891393,0.08239937067885927,-0.013583623439945347,0.14901729353571172,0.5214082846658578,0.5098828358509915,-0.619024400683279,-0.5518943111266721,-0.5824125105487307,-0.35585509955033634,0.11664203104416271,0.44409299383204176,REJECT
H54 Dow-theory veto,2004-01-05,2026-07-29,5677,0.09268592877428161,0.10714884508947642,-0.014462916315194807,0.12275756564998723,0.783756518504621,0.6390358094771385,-0.2295738858108709,-0.5518943111266723,-0.7633300035025959,-0.015849794725209088,-0.2444031962459452,0.2838709677419355,REJECT
H55 Corr-regime derisk,1993-02-01,2026-07-29,8430,0.09956915923115983,0.10729740714838965,-0.0077282479172298135,0.15436820585378921,0.6921445734081213,0.6420880341020366,-0.3912017911884438,-0.551894311126672,-1.1813202124209945,0.13044788355291437,-0.3001640428797878,0.22059183174370262,REJECT
H56 Contango-only SPY,1993-02-01,2026-07-29,8430,0.09533070362480256,0.10729740714838965,-0.011966703523587086,0.17020891789137474,0.6201586708730267,0.6420880341020366,-0.551894311126672,-0.551894311126672,-1.0439573840292231,0.0,-0.3047555941339286,0.13524089019320126,REJECT
H57 SPY + CTA overlay,2000-08-30,2026-07-29,6513,0.09387721069819843,0.08168690176578308,0.01219030893241535,0.19407813956734604,0.5595419786288829,0.5057242733741842,-0.5619362129697436,-0.5518943111266715,1.48228435612947,0.20224734232605912,0.11120719341796415,0.5401693020284299,REJECT
H58 Gap fade/follow,1993-02-01,2026-07-29,8430,-0.02635114703851249,0.10729740714838965,-0.13364855418690214,0.12663264874342767,-0.14774240147681714,0.6420880341020366,-0.8035868440994751,-0.551894311126672,-3.51608152131191,-0.7313794481358761,-0.9496329726433083,0.18207385668867693,REJECT
H59 Index rotation,2003-09-29,2026-07-29,5744,0.10632996740003198,0.11126480657732007,-0.004934839177288097,0.1697952697680798,0.6804405900572087,0.6608106751405636,-0.29970357796750036,-0.5518943111266715,-0.25089451338344126,0.10376395884014733,-0.18141024807559036,0.379278951201748,REJECT
