name,start,end,n_days,cagr,bench_cagr,excess_cagr,vol,sharpe,bench_sharpe,maxdd,bench_maxdd,t_excess,half1_ex,half2_ex,win12,verdict
H40 PUT put-write idx,1994-09-27,2026-07-29,4928,0.16778419355776575,0.10746795043737656,0.06031624312038919,0.27078544234100166,0.6825959366629103,0.618951186035979,-0.37169832819681126,-0.5518943111266713,1.1157725087857613,4.237162366800986,-0.4613628692880235,0.27053036783575707,REJECT
H41 BXM covered-call,2002-03-25,2026-07-29,6123,0.05915869875563162,0.09824494006908968,-0.03908624131345806,0.13751345230941217,0.48710244739442593,0.5890313812655239,-0.4025164398703288,-0.5518943111266714,-2.5612484444207215,-0.13205500245039326,-0.5223523472465599,0.24288877533639924,REJECT
H41b BXY 2%OTM cc,1993-02-01,2026-07-29,8426,0.09273256697942323,0.10701266381772623,-0.014280096838303002,0.1657931164642913,0.6174158991198038,0.6406273598848294,-0.4496828656797105,-0.5518943111266714,-0.9358459541849727,0.2226020387130705,-0.47012141717497213,0.35710790310741375,REJECT
H42 CLL collar,2008-08-27,2026-07-29,4463,0.06696834774415095,0.11182953196018408,-0.044861184216033134,0.12936248723589788,0.5670590954742506,0.6370285491690362,-0.26643191613981343,-0.547031247250287,-1.556976652545859,-0.3733264292366544,-0.2305506671519344,0.17501781049631918,REJECT
H43 CNDR condor,1993-02-01,2026-07-29,8426,0.04031921750916845,0.10701266381772623,-0.06669344630855778,0.07462255160742043,0.5671773225914359,0.6406273598848294,-0.20947220648929876,-0.5518943111266714,-2.5409936347973954,0.08432138343317241,-0.884515035004082,0.2992414974308784,REJECT
H44 SVXY contango-only,2011-10-05,2026-07-29,3724,0.28763216107537315,0.1550027024382412,0.13262945863713194,0.4466608629572444,0.7950672695686485,0.9441123584162029,-0.4948619218468213,-0.33717280766424995,2.0227308393545402,3.956402596561592,0.005714711450723886,0.5829493087557603,ACCEPT
H44b SPY+VIXY tail timing,2011-01-04,2026-07-29,3914,0.14504677858761683,0.13895893561276362,0.006087842974853208,0.1556607521892807,0.948169409860303,0.8486739368608042,-0.2506976334185934,-0.33717280766424995,0.3098028685421416,0.040023769120267394,0.04451639290848308,0.3973238667394866,REJECT
H45 L/S trend +1/-1,1993-02-01,2026-07-29,8430,0.04082151965278258,0.10729740714838965,-0.06647588749560707,0.18776717155556366,0.30733040316649624,0.6420880341020366,-0.4310541776153083,-0.551894311126672,-1.2429498174216178,-0.39277471153036403,-0.7924217425922961,0.2086084617265835,REJECT
H45b L/S trend +1/-0.5,1993-02-01,2026-07-29,8430,0.06638095825085721,0.10729740714838965,-0.04091644889753243,0.14080272060569798,0.5270836534521204,0.6420880341020366,-0.2994896031728358,-0.551894311126672,-1.2085767136728307,-0.16794478348022612,-0.6589344805513906,0.21252139887503058,REJECT
H46 calm-uptrend 1.5x,1993-02-01,2026-07-29,8430,0.11613100271536947,0.10729740714838965,0.008833595566979824,0.20320427713454683,0.6425403412490819,0.6420880341020366,-0.5770071606804008,-0.551894311126672,1.7659936417316844,-0.030106710366481715,0.3449820522463838,0.5453656150648081,REJECT
H47 QQQ/TLT barbell,2002-07-30,2026-07-29,6038,0.12045191735496408,0.11150475834742002,0.008947159007544059,0.18006449917535972,0.7218913048966582,0.656267285916968,-0.44778778605082503,-0.5518943111266718,0.14862933580912566,0.9202794500764615,-0.36895120170765805,0.4816799170411338,REJECT
